username, created_at, lng, lat, text
DEIRDREJA, Fri Jan 22 03:31:02 +0000 2021, -73.648104, 40.799184, @007 @Doogievet Go back to an early November release- I’m a traditionalist.  Birthday, Bond and 🍸 shaken not stirred. 👌🏻 
MmamaLlama6, Fri Jan 22 03:31:02 +0000 2021, -74.419331, 40.429227, 💔Any friends familiar w Lewy Body Dementia, pls DM me. Thank you. ❌⭕ #CatsOfTwitter 
guillermojjc, Fri Jan 22 03:31:02 +0000 2021, -74.196525, 40.662479, @Kz3__ Sisas pero sisas 
iam_jayredd_, Fri Jan 22 03:31:02 +0000 2021, -95.446486, 29.838495, I just want whatever in Keyshia cup🥴 
calegriaxl, Fri Jan 22 03:31:02 +0000 2021, -98.114970, 26.266382, Perfect weather for practice ⁦@DAlegria15⁩ ⁦@NAlegria15⁩ https://t.co/gaIIwVBIfa 
jamesburney32, Fri Jan 22 03:31:02 +0000 2021, -97.135638, 32.701850, @LoRedd2 @DByrd937 Da 5 Bloodz or Didn’t mean to bother You 
Nikarjay, Fri Jan 22 03:31:02 +0000 2021, -76.924985, 38.873127, @DVGLAMARTIST @ACHSWashDC @CarrollLions @WorldExposureWB @BBallWallSt @edythe_ewhite Thx Auntie 
mcuellar08, Fri Jan 22 03:31:02 +0000 2021, -117.480990, 33.994912, Debating wether to start externship next week or in 2 months 😭😭 
Chavezsayz, Fri Jan 22 03:31:02 +0000 2021, -73.948775, 40.655138, You know what? I’m gonna do it. I’m gonna buy this steely Dan pants. 🙋🏾‍♀️ 
Metalfacedan, Fri Jan 22 03:31:02 +0000 2021, -117.220413, 33.809139, @Gutterxbutter So scriptd 
eugenevalkov, Fri Jan 22 03:31:02 +0000 2021, -77.340472, 39.341833, @mj_lee @maggieNYT With respect, a director of an NIH institute is not a “holdover from the Trump administration”. 
karenbloom73, Fri Jan 22 03:31:02 +0000 2021, -83.368229, 44.478856, @GetovritJennie That's always fun☺️ 
Bulby37, Fri Jan 22 03:31:03 +0000 2021, -83.641199, 32.582630, @ElizaGWR @rpmpa @funder @RepMTG @JoeBiden I write this to partial correct the misinformation you wrote. There’s none, so I’mma head out. 
RetailMyRide, Fri Jan 22 03:31:03 +0000 2021, -97.285913, 32.779967, @CarLotz411 #ConsignmentPros rule!!! Congrats @CarLotz411 and @michaelbor 
grapelive, Fri Jan 22 03:31:03 +0000 2021, -121.737730, 36.482740, Checking out a tasty Oregon Gamay by @grochau_cellars tonight 🍷 @ Carmel Valley, California https://t.co/bqgfdunggr 
ChampaagnneMami, Fri Jan 22 03:31:03 +0000 2021, -73.849441, 40.850347, Keyshia came back on time....from the break ..... 
TheBTSIShow, Fri Jan 22 03:31:03 +0000 2021, -95.446486, 29.838495, #BTSI Can we get No Limit Records vs Cash Money please?? #Verzuz  #VerzuzTV  #VerzuzBattle #Ashanti #KeyshiaCole #AshantiVsKeyshiaCole 
yourrrrfav_, Fri Jan 22 03:31:02 +0000 2021, -89.332958, 31.328567, usm area🗣 5$ ladies come get em https://t.co/ynFkz2fs1g 
junioradams59, Fri Jan 22 03:31:03 +0000 2021, -79.861034, 35.170499, @kayleighmcenany We are screwed as a country, God BLESS AMERICA 
BaeTexas, Fri Jan 22 03:31:03 +0000 2021, -95.326899, 29.547885, @ralphO913 Trash 
JLeeWebster, Fri Jan 22 03:31:03 +0000 2021, -117.104989, 32.810012, Lollet’s face it. These people are not the sharpest tools in the shed. 
mamaarnold, Fri Jan 22 03:31:03 +0000 2021, -98.319925, 38.498196, Beep beep!   Out of my way! Out of my way!  Beep beep! 
J_Murphy1973, Fri Jan 22 03:31:03 +0000 2021, -91.682855, 41.976528, @BethMalicki It's a favorite in our house, too, especially for our teenage son who makes it most often.  The secret… https://t.co/iWrxlw9Iyp 
Tru_niko, Fri Jan 22 03:31:03 +0000 2021, -76.593943, 24.074967, @zonxcle Lmaoo I SCREAMED 
mitzi4vols, Fri Jan 22 03:31:03 +0000 2021, -85.978600, 35.830522, @AllVolEveryday @benmckee14 We'll get there!!  I DEFINITELY BELIEVE we will!! 
jwolfiedog, Fri Jan 22 03:31:03 +0000 2021, -83.173867, 32.678207, @SUBRATA30016572 This👇🏽you ? https://t.co/2qKgp26P1G 
TheBookOfDev, Fri Jan 22 03:31:03 +0000 2021, -87.732013, 41.833585, Just tuning in. Did I miss anything interesting?#Verzuz 
tra11e, Fri Jan 22 03:31:03 +0000 2021, -95.446486, 29.838495, A smart Head Coach would have had Jamal Adams playing OLB 
RiderCamden, Fri Jan 22 03:31:04 +0000 2021, -122.230474, 47.221013, We have a winner 
just_kris71, Fri Jan 22 03:31:04 +0000 2021, -122.666741, 45.728930, 👀 
HorrorNHouseMu1, Fri Jan 22 03:31:04 +0000 2021, -81.393653, 28.664804, Is this UB40? #MonsterMash #MonsterClub? 
reuben81691, Fri Jan 22 03:31:04 +0000 2021, -118.411907, 34.020789, @LakersAreRad @LAKings Still got a lot of game left as long as we can keep the it close and give us a chance to pul… https://t.co/zp39TOaNyd 
brettballachino, Fri Jan 22 03:31:04 +0000 2021, -78.853563, 42.896230, @dmboggs74 I'll cry when the BILLS WIN THE SUPER BOWL 
sabrina_breaux, Fri Jan 22 03:31:04 +0000 2021, -121.979527, 37.523645, “what are we?” https://t.co/RT5OdOWRWV 
JamesSwartz60, Fri Jan 22 03:31:04 +0000 2021, -79.565792, 43.837104, @RyanAFournier 
_htxmonstah, Fri Jan 22 03:31:04 +0000 2021, -95.446486, 29.838495, 🌚🌚🌚 
jmart1018, Fri Jan 22 03:31:04 +0000 2021, -96.961483, 32.863917, How does that cross make it into the goalie box from almost half field??How does San Luis player, Ibanez  win tha… https://t.co/Ak35QNlqFw 
iluvorlando407, Fri Jan 22 03:31:04 +0000 2021, -83.804475, 27.698682, Happy ILF Day! We are 121! 
levon_whiteguy, Fri Jan 22 03:31:05 +0000 2021, -122.330602, 47.614817, @jessesingal #PluralGang 
FulvioMendizab3, Fri Jan 22 03:31:05 +0000 2021, -118.411907, 34.020789, @sotacita @WillieGeist @Delavegalaw @SpeakerPelosi @SenSchumer Don’t waste your time watching  right wing racist ch… https://t.co/BFUvJU9oFm 
Camosun, Fri Jan 22 03:31:05 +0000 2021, -123.754776, 48.621596, @JAKitts We knew what you meant 😉 We like you, typos and all. 💚 
YurieYoshida3, Fri Jan 22 03:31:05 +0000 2021, -73.968542, 40.780709, @TkoKm1 @Lm314v24Hiro 思いやりがないですね。普段から警察や軍隊を縮小したいと言っている人達の政権ですから。 
XperienceJ, Fri Jan 22 03:31:05 +0000 2021, -76.926677, 38.931991, KC and Ashanti please keep playing the hits... I don’t know those side b tracks lol#Verzuz https://t.co/KGmJoJ9AHM 
burningbushxxx, Fri Jan 22 03:31:05 +0000 2021, -122.435979, 37.770657, @fashunheaux Sending you hugs and kisses 🤗 🤗 🤗 💋 💋 💋 
minidonkeystan, Fri Jan 22 03:31:05 +0000 2021, -73.968542, 40.780709, I Was Blacked Out For Trump’s Entire Presidency, Did Anything Happen? 
looksbyadaj, Fri Jan 22 03:31:05 +0000 2021, -95.446486, 29.838495, We all live the same life 
TheOneMakaveli, Fri Jan 22 03:31:05 +0000 2021, -79.272570, 43.629311, @TrillTwill omg im so embarrassed lmfao 
tiyoniamil, Fri Jan 22 03:31:05 +0000 2021, -84.541562, 33.588263, IM A MF GODMOTHAAAAAA🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳 
WhoDatBASH, Fri Jan 22 03:31:05 +0000 2021, -117.772917, 34.065450, Oh &amp; Lebron still the best player in the league MFs! 
kvngvell_, Fri Jan 22 03:31:05 +0000 2021, -79.420865, 38.003376, Cause obviously he don’t hear you ☹️ 
GShular, Fri Jan 22 03:31:06 +0000 2021, -81.248786, 42.948841, Math thoughts: if your number talk doesn’t illicit actual math (numeration, patterns, comparisons, quantity etc) th… https://t.co/Dxa98lqCMG 
andrewaguilar25, Fri Jan 22 03:31:06 +0000 2021, -118.411907, 34.020789, @JAllDay3 Better be running sprints at the dunes 
__KayYeezy, Fri Jan 22 03:31:05 +0000 2021, -96.621634, 32.907642, 🤍 https://t.co/9fut1iFtZO 
12dreama, Fri Jan 22 03:31:06 +0000 2021, -119.701636, 34.429885, @GerrityJS Great find! Look at the hands. Same knuckles as #bullhornlady 
dreamgitch, Fri Jan 22 03:31:06 +0000 2021, -95.446486, 29.838495, On some nu nu nu energy,Ain’t neva felt that way type of energy,Got me feeling like Ye on my energy,Sheeshhh 
DontellJ581, Fri Jan 22 03:31:06 +0000 2021, -105.550890, 38.997936, ‼️‼️ 
Guneratne, Fri Jan 22 03:31:06 +0000 2021, -89.569491, 44.900818, @SenTedCruz Stop lying! You know very well this is a lie. Don’t prey on people who are less informed. 
WilliamChagoll2, Fri Jan 22 03:31:06 +0000 2021, -117.343067, 34.171239, https://t.co/faDdwjvyz4 
s_neal_, Fri Jan 22 03:31:06 +0000 2021, -112.434827, 42.863516, Mannn if I had the money to get a nose job done 🥴 
bigskybabs, Fri Jan 22 03:31:06 +0000 2021, -122.295649, 37.838550, @USCforever67 @TravisAllen02 @LeftyVegas Call. They tally the calls. Decisions are made with the numbers. 
ChristinaRealNJ, Fri Jan 22 03:31:06 +0000 2021, -74.380317, 40.995528, Never. https://t.co/crkPOhyy2T 
Madrizofficial, Fri Jan 22 03:31:07 +0000 2021, -73.948775, 40.655138, @paaotragalaxia Y viceversa a veces. 
MloveelyXo, Fri Jan 22 03:31:07 +0000 2021, -117.661853, 34.119646, 11 hr work days make me wanna cry ☹️😭 I’m so exhausted 😢 
Utter1824, Fri Jan 22 03:31:07 +0000 2021, -68.742106, 44.791415, Fix this immediately please @SenAngusKing @SenatorCollins @chelliepingree 
AngieLoveWard, Fri Jan 22 03:31:07 +0000 2021, -97.558144, 35.569073, @MattForDelegate Congratulations!🎊💐💚🎉 
4thQtr_Ninja, Fri Jan 22 03:31:07 +0000 2021, -80.177668, 25.905606, It’s only right for Ashanti to be late now 
Lionheartly, Fri Jan 22 03:31:07 +0000 2021, -86.142922, 39.779562, @protoncharging Us in Indy released our fan film. Honestly if it weren't for the pandemic giving a couple of us ext… https://t.co/jyxmXp35g9 
DWeaver1973, Fri Jan 22 03:31:07 +0000 2021, -82.669467, 40.365160, You can clearly see why in this video he was benched m.  He’s not even trying #cbj 
divineishh, Fri Jan 22 03:31:07 +0000 2021, -95.446486, 29.838495, Where’s my smoothie 
cisforcaitlyn_, Fri Jan 22 03:31:07 +0000 2021, -91.401008, 30.937336, @JacoryCharles2 okay😭 
kendylnicolee_, Fri Jan 22 03:31:07 +0000 2021, -92.204107, 34.841638, keyshia got me screaming &amp; pointing at the damn tv like somebody right there.. sis I feel you #verzuzbattle 
tyb112, Fri Jan 22 03:31:07 +0000 2021, -94.434519, 39.239666, I forgot to tweet that we watche @POTUS Inauguration in class! 🇺🇸 https://t.co/0rRtkly4Y7 
MissKaylaW, Fri Jan 22 03:31:07 +0000 2021, -83.804475, 27.698682, Hubby will continue to do amazing things!! 🖤🖤 
SimplyKeni, Fri Jan 22 03:31:07 +0000 2021, -83.173867, 32.678207, 😬😬😬 
lazaia__1, Fri Jan 22 03:31:07 +0000 2021, -104.724865, 38.749673, i be having so many thoughts run thru my head all day like can you pleaseeee stop i want peace 
possiblyTiffany, Fri Jan 22 03:31:07 +0000 2021, -122.630908, 45.536402, @BitterTier Egg McMuffin no muffin baby 
rawkngrl, Fri Jan 22 03:31:07 +0000 2021, -117.239779, 33.184921, @EspuelasVox @joncoopertweets @SenSchumer 
iamenhough, Fri Jan 22 03:31:07 +0000 2021, -77.273309, 39.107396, anyone have any tips? we’ve tried peanut butter, bacon, caesar dressing.... books. https://t.co/t4uXiEavKL 
yagizsozmen, Fri Jan 22 03:31:07 +0000 2021, -80.132962, 25.816966, @terronk @nicberardi true:) If its staying in Manhattan vs Miami in summer, no contest. Stay here play tennis, golf, etc.. 
WilliamFreuden3, Fri Jan 22 03:31:07 +0000 2021, -86.132449, 39.963250, @jaketapper Jake what are you going to do now.  It’s day 2 and all your cnn stories are still about trump.  He’s go… https://t.co/2aTm9ihvXM 
53Chriss, Fri Jan 22 03:31:07 +0000 2021, -98.486394, 29.689818, @manny_erazo_ That’s what I’m saying 😂 
Rodriguezdagawd, Fri Jan 22 03:31:08 +0000 2021, -83.804475, 27.698682, I miss us 
Wislineee, Fri Jan 22 03:31:07 +0000 2021, -77.014398, 38.898603, Who hired the dj? 
liveforsim, Fri Jan 22 03:31:08 +0000 2021, -87.732013, 41.833585, @southsidejus Exactly lol 
imnthabuildin, Fri Jan 22 03:31:08 +0000 2021, -73.113976, 41.824678, Just started watching 🤦🏾‍♂️#Dateline 
CoachColombi, Fri Jan 22 03:31:08 +0000 2021, -80.144175, 26.633710, @YoungstownStFB SHOW TIME @KeyonMartin8 
jzupinski, Fri Jan 22 03:31:08 +0000 2021, -83.963842, 35.982470, @pasta_faggioli nothing hits like a polly pocket dress 😞 
ndowns52, Fri Jan 22 03:31:08 +0000 2021, -95.446486, 29.838495, @comicsexplained https://t.co/d5v8vEUb6A 
Scandela9, Fri Jan 22 03:31:08 +0000 2021, -118.411907, 34.020789, ✨👇🏼👇🏼👇🏼👇🏼✨ 
lyssa_kae5, Fri Jan 22 03:31:08 +0000 2021, -93.361321, 46.441861, My anxiety has been outrageously high the past few days and I’m not entirely sure why but it’s to the point where I… https://t.co/T5z9fJ8JFk 
lgunnnn, Fri Jan 22 03:31:08 +0000 2021, -97.935192, 29.895606, The Dallas Mavericks signed Trey Burke to 3 yrs, $10M this summer. Season stats:Burke: 11 PPG, 2 APG, 1.5 RPG i… https://t.co/4wYGY3oKmU 
slow_turn_, Fri Jan 22 03:31:08 +0000 2021, -78.169362, 39.167891, 😂😂😂😂 
JFDSFla, Fri Jan 22 03:31:08 +0000 2021, -80.149173, 26.150368, @marcody8 What a nut. Dont let him near your mouth! 
Jewelamonee, Fri Jan 22 03:31:08 +0000 2021, -81.219179, 29.525946, @ChrisPaulComedy I love it!!! 
GibsonBuck1, Fri Jan 22 03:31:09 +0000 2021, -73.709589, 45.605568, @pinkybluesk Hahahahha 
taetatii, Fri Jan 22 03:31:09 +0000 2021, -82.442694, 27.996595, Fuck it I’m going home at this point 
JB03740018, Fri Jan 22 03:31:09 +0000 2021, -118.411907, 34.020789, @BriBri865 @IvoryLovee @Micah_W17 @lilbrowniegurl @madamxandre Still telling someone to get over something is never… https://t.co/2Puod0pSNS 
MauraLorgan, Fri Jan 22 03:31:09 +0000 2021, -77.014398, 38.898603, No one cares about her Marilyn Monroe movie. Is he her agent? 
dumit_galaviz, Fri Jan 22 03:31:09 +0000 2021, -109.103726, 25.921947, @JerryGonzalez44 @fersch_4 @Rayados No tiene caso comentar con personas cerradas de mente ya te dije lo que te teni… https://t.co/ZqvorIbTmf 
YourFlighness, Fri Jan 22 03:31:09 +0000 2021, -81.267838, 28.694736, 🗣 FREE @its_ZackMorris !!!! 
GunnyVII, Fri Jan 22 03:31:09 +0000 2021, -96.053431, 41.275721, #Berniememes https://t.co/bSoZM4eI7j 
OhThatsHabitz, Fri Jan 22 03:31:09 +0000 2021, -80.846785, 35.209059, dj using virtual dj or somethin ok I’m done 
EsmeraldaDuart8, Fri Jan 22 03:31:09 +0000 2021, -111.498181, 28.969863, Quiero comprar lencería para San Valentín ;( 
MaiMoxi, Fri Jan 22 03:31:09 +0000 2021, -73.948775, 40.655138, @_NicNacc Please do lmao 
slepton92, Fri Jan 22 03:31:09 +0000 2021, -71.233690, 42.060649, Watching #therealblacchyna @WEtv 
WholesomeRyan, Fri Jan 22 03:31:09 +0000 2021, -73.831187, 40.670879, Indian plug, hold up 
ScaraSpeaks, Fri Jan 22 03:31:09 +0000 2021, -83.173867, 32.678207, Welp, that feeling of security and tranquility I've been feeling since noon yesterday was APPARENTLY A LIE https://t.co/WxOJdsHjUU 
hcf64, Fri Jan 22 03:31:09 +0000 2021, -121.896165, 37.431473, @tom_l_hankins @NikkitaOliver It's only a riot if it comes from the Ríôt region of Portland, Oregon.Otherwise it'… https://t.co/LWobHf1t6m 
keaijahawkins, Fri Jan 22 03:31:09 +0000 2021, -85.687685, 38.173873, Can we talkkkkkk for a minute 🔥 #verzuzbattle 
AustinScheets, Fri Jan 22 03:31:10 +0000 2021, -97.134208, 32.844933, my WR 🥺🥺 
WilliamDLHoward, Fri Jan 22 03:31:10 +0000 2021, -78.657837, 35.843981, @Sparkle_Diva53 @_forevermekayla Chris is going to dance all through that battle literally 
Amywearsamask, Fri Jan 22 03:31:10 +0000 2021, -97.754724, 30.323346, @andylassner 😂 
cdnhockeynut94, Fri Jan 22 03:31:10 +0000 2021, -75.800141, 45.248791, @DArm91 Mostly known for this barehanded save last year. Doesn't seem to ever give up on a play. https://t.co/j1TOhDcSn5 
crazyfromlsd, Fri Jan 22 03:31:10 +0000 2021, -77.090869, 38.817380, Charge her with espionage :) 
jerontaebess, Fri Jan 22 03:31:10 +0000 2021, -87.732013, 41.833585, me: 
DonaldW11216881, Fri Jan 22 03:31:10 +0000 2021, -85.722346, 38.195555, Because a Racist lost file a impeachment against the motherfucker who overtook the capital building you stupid ass… https://t.co/oxYuygct3z 
LGREENFITNESS, Fri Jan 22 03:31:10 +0000 2021, -96.672767, 33.112317, 5 min?????? Feels like I been on this hoe for 45 min! 🙃😫 https://t.co/R0Z2BJwNif 
DylanIsWriting, Fri Jan 22 03:31:10 +0000 2021, -76.492181, 39.023622, @Keith_From_Ohio That makes sense. I can definitely see what you’re saying! Maybe I was just paying attention to th… https://t.co/foF0e6HQlq 
m_sands97, Fri Jan 22 03:31:10 +0000 2021, -84.763010, 33.379917, You are so fucking hateful and ugly. Get a fucking grip. 
mralwayswrite, Fri Jan 22 03:31:10 +0000 2021, -79.645081, 43.418190, @thelittleblogca @backstreetboys @brian_littrell @kevinrichardson @aj_mclean @howied @nickcarter Hey Mr. DJ, can yo… https://t.co/UsTYXynjhh 
RezziRank_, Fri Jan 22 03:31:10 +0000 2021, -84.525403, 39.285679, Bro what.🤣 
_teyyyy, Fri Jan 22 03:31:10 +0000 2021, -78.895441, 35.990983, “Luther Vandrawwws” got me so weak 
seansparkman, Fri Jan 22 03:31:10 +0000 2021, -97.011168, 32.655678, We need to get out of the Middle East. Bring all the troops home. 
ungal_nanban, Fri Jan 22 03:31:11 +0000 2021, -110.919231, 44.644288, Winter wonderland.... @ Yellow Stone National Park https://t.co/Jcls0rke0E 
Getdough__ak, Fri Jan 22 03:31:11 +0000 2021, -118.408990, 34.006012, Now I wait .. 
DyronBirdwell, Fri Jan 22 03:31:11 +0000 2021, -85.978600, 35.830522, @CoachLBKing 🤮 
isn_marie, Fri Jan 22 03:31:11 +0000 2021, -96.621634, 32.907642, I forget that @_exquisitekiss is 7 feet tall 
PardonMyAURA, Fri Jan 22 03:31:11 +0000 2021, -73.948775, 40.655138, Intermission almost over? I’m ready to go 
auntyfatatas, Fri Jan 22 03:31:11 +0000 2021, -75.770041, 42.746617, Man dudes always want to say women deserved the abuse - I hear it too often with my own trauma 😅 
Teresa7277, Fri Jan 22 03:31:11 +0000 2021, -96.734900, 33.061243, @LaurenHopkins96 @bethzielazny They likely thought it would be under control and things would be back to “normal” w… https://t.co/udmltX89AR 
TheGreat_Keeno, Fri Jan 22 03:31:11 +0000 2021, -85.768241, 37.822244, That’s h town you know how we play down at MLK 
robbyjsu, Fri Jan 22 03:31:11 +0000 2021, -90.158017, 32.230987, @JacksonStateU Awesome appointment! Great man 
Zealous_Libra, Fri Jan 22 03:31:11 +0000 2021, -87.732013, 41.833585, @Wowjulez Right! 🤣🤣🤣 
thejhayduh, Fri Jan 22 03:31:11 +0000 2021, -117.104989, 32.810012, Oh no ☹️ 
sasidhar_06, Fri Jan 22 03:31:11 +0000 2021, -96.835249, 33.150140, @DalosOrtiz @visualizevalue @jackbutcher @DruRly This is an awesome thread. Framework for achieving goals - No one… https://t.co/0PmJtogfDx 
Santiagoelcuco, Fri Jan 22 03:31:11 +0000 2021, -111.928142, 33.392884, Who you sending lyrics too?? 
dcashen, Fri Jan 22 03:31:11 +0000 2021, -76.620482, 39.284713, @katyperry Amazing performance! 
SuperSlothhhTV, Fri Jan 22 03:31:11 +0000 2021, -116.793745, 47.701787, @natalieinez_ So happy for you :) 
Miamuh58, Fri Jan 22 03:31:11 +0000 2021, -80.138645, 26.251895, @5_mini_Daves @breeder_steve Led Zep II was one of the 1st albums I bought after Montain Climbing and Nantucket Sle… https://t.co/VKdByN2Oni 
wadrizzy, Fri Jan 22 03:31:11 +0000 2021, -84.563414, 33.811316, 😂😂😂😂 
Lick_Lipslisaa, Fri Jan 22 03:31:11 +0000 2021, -117.104989, 32.810012, Stg Ashanti got the fountain of youth 😍 
RamseyTherapist, Fri Jan 22 03:31:11 +0000 2021, -97.285913, 32.779967, @JasonHorton69 I really feel like it's a trick question. 
bodyroquecody, Fri Jan 22 03:31:11 +0000 2021, -92.486822, 31.293275, @meaganq 
FrvdoRashad, Fri Jan 22 03:31:12 +0000 2021, -122.280014, 47.469552, He’s getting better, Jordan is giving him matching clothes. He can’t mess that up. 
Prophet_Gambino, Fri Jan 22 03:31:12 +0000 2021, -80.137196, 25.956118, @RodgersRozay @marvinjonesjrr @FSUFootball You a unc fan now 😂 
Teamplayer5, Fri Jan 22 03:31:12 +0000 2021, -117.998733, 33.692542, @jvug Same same lol 
LyricalE_SpokN, Fri Jan 22 03:31:12 +0000 2021, -80.926628, 33.631140, LMFAO his expression 🤣🤣🤣 
msbartolone, Fri Jan 22 03:31:12 +0000 2021, -73.667436, 41.006242, @ncallaway No, because that is not and never was the law.  It was not part of the holding in the case where Holmes… https://t.co/jrJfab0zpc 
HeyKimmerz, Fri Jan 22 03:31:12 +0000 2021, -87.789901, 41.887130, I’m sick of the Bernie meme. 
_LoveLYN_, Fri Jan 22 03:31:12 +0000 2021, -95.446486, 29.838495, 😭😭😭😭😭😂 Ive been laughing none stop 😭😭😂😂😂🤎 
waddup_cyd, Fri Jan 22 03:31:12 +0000 2021, -74.012066, 40.888461, @_CleoCarter_ Y’all could’ve done this shit in the crib...just send some ciroc and Doritos to the house 
Quali_Dippy, Fri Jan 22 03:31:12 +0000 2021, -75.117998, 40.004866, @suhsafiyah Lol me too. I was just telling my friends this. 😂😂 
jacksoncreek, Fri Jan 22 03:31:12 +0000 2021, -78.328113, 44.314790, @quillpearson It's the opposite as well because it's hard to go to a club show in Toronto and still be able to catc… https://t.co/wcUhSrWTzk 
Michell45129550, Fri Jan 22 03:31:12 +0000 2021, -73.805512, 40.892955, That’s a great question?? 
BackwoodBiddy, Fri Jan 22 03:31:12 +0000 2021, -79.997500, 40.441100, Just posted a photo @ Pittsburgh, Pennsylvania https://t.co/CPAFUyH7fo 
MorazMula, Fri Jan 22 03:31:12 +0000 2021, -73.849441, 40.850347, @princemar_ Don’t know her... https://t.co/9Ilkrp82zx 
BrandonHRC, Fri Jan 22 03:31:12 +0000 2021, -81.934474, 40.815690, People really just landing in Steph and he get a no call bruh 
Alex8news, Fri Jan 22 03:31:12 +0000 2021, -77.493170, 37.529883, @TylerJThrasher "Thief River Falls, MN" ?!?! 😂😂 the spammers aren’t even putting in the work! https://t.co/GogkaZscOD 
THBevilacqua, Fri Jan 22 03:31:12 +0000 2021, -84.266174, 30.476216, Draymond’s really trying to get tossed. 
imnotquinnethia, Fri Jan 22 03:31:12 +0000 2021, -96.832009, 32.959788, and you’re at home watching her do it..... 
Lbovardi1Leslie, Fri Jan 22 03:31:12 +0000 2021, -71.683502, 42.036939, @SecretsBedard 🤦🏼‍♀️🤮 
elise_mccoy, Fri Jan 22 03:31:13 +0000 2021, -86.435508, 36.965671, my heart is happy!!!! i got my main character and my manifestation… livin the dream😌 
ma77compton, Fri Jan 22 03:31:13 +0000 2021, -120.471810, 37.316222, Yup 
jbpope, Fri Jan 22 03:31:13 +0000 2021, -99.680903, 41.500730, @POTUS I know how incredibly relieved I am that we now have someone competent and compassionate who believes in sci… https://t.co/KY8Mpbbvzg 
JovenOG5, Fri Jan 22 03:31:13 +0000 2021, -71.421832, 41.817084, SOTD https://t.co/5kEIhnpWtQ 
ShaneWilk41, Fri Jan 22 03:31:13 +0000 2021, -77.104274, 43.907198, @11111_sandra Thank you Sandra. 
wrangelljeff, Fri Jan 22 03:31:13 +0000 2021, -82.985772, 39.994684, @Kasparov63 A chess master speaks. 
DerekRMellor, Fri Jan 22 03:31:13 +0000 2021, -71.088712, 42.313670, @CylonNumber7 I think they need to revisit who Winston Churchill was 
NayWasHeree, Fri Jan 22 03:31:13 +0000 2021, -75.117998, 40.004866, @JoyTheDrummer 😂 
brubu1220, Fri Jan 22 03:31:13 +0000 2021, -93.478628, 45.025658, @hunterw @mmfa Hannity’s disastrous career. 
alienfreak33, Fri Jan 22 03:31:13 +0000 2021, -98.540651, 29.417501, @scouter715 Did you make those ranks cuz I got some concerns? 🧐🤔 
AdamsArtBaron, Fri Jan 22 03:31:13 +0000 2021, -78.837021, 35.756189, @GeorgeTakei No more funding for the wall and a plan for legal immigration! The thought of those children being sep… https://t.co/jU81TR8Wym 
JB_Mariee, Fri Jan 22 03:31:13 +0000 2021, -111.931711, 34.168253, I shall go to mellow mushroom tomorrow night and get fucked up 
MariaN904, Fri Jan 22 03:31:13 +0000 2021, -77.014398, 38.898603, Why he talking?! #verzuz https://t.co/bGrj6AEw1I 
Donna_Coker, Fri Jan 22 03:31:13 +0000 2021, -93.389864, 41.938228, @DonnaLGrace @GermanyDiplo @POTUS @HeikoMaas Because they cheated and they know they’re caught. It’s just a matter… https://t.co/1GBy8t9J4e 
AKast52, Fri Jan 22 03:31:13 +0000 2021, -93.105649, 44.941516, @LLVIII40 🔥⚾️ 
AJIsTheReal, Fri Jan 22 03:31:14 +0000 2021, -95.446486, 29.838495, @sportsguru33 Thanks man. That is definitely nice. 
bryce_gaston, Fri Jan 22 03:31:14 +0000 2021, -96.291649, 30.585471, @calvin_shofner You Shofner’s and y’all’s weenie dogs... 
itsqueen_v, Fri Jan 22 03:31:14 +0000 2021, -95.446486, 29.838495, @_trilllaRay 😹😹😹😹😹😹😹😹😹😹 
kokochxnel, Fri Jan 22 03:31:14 +0000 2021, -95.446486, 29.838495, ✅✅✅ 
ShesAhh_Hooper, Fri Jan 22 03:31:14 +0000 2021, -85.639164, 38.183105, How many times the Dj gonna play the same song  #VERZUZ https://t.co/VPpuPD3fEm 
IAmRobRyan, Fri Jan 22 03:31:14 +0000 2021, -118.244500, 34.056400, Just posted a photo @ Los Angeles, California https://t.co/U0LgD1C2Sl 
OTRrob50, Fri Jan 22 03:31:14 +0000 2021, -121.545383, 38.559987, That's B.S.! 
KeironDorrell, Fri Jan 22 03:31:14 +0000 2021, -83.804475, 27.698682, Im literally in my room singing my heart out #Verzuz 
Massiah__2, Fri Jan 22 03:31:14 +0000 2021, -75.117998, 40.004866, I can’t wait til I see u 😶 
Crimsonash330, Fri Jan 22 03:31:14 +0000 2021, -94.808085, 38.886623, @history_huh Ooof 
PaulMatadeen, Fri Jan 22 03:31:14 +0000 2021, -84.683886, 33.865068, Omg I’m not the only one who just heard that?! Don’t worry Lawrence, you’re doing an exceptionally great show tonig… https://t.co/D4b5LecSlP 
sarahbundrick11, Fri Jan 22 03:31:14 +0000 2021, -98.219125, 32.216310, this picture is on the ceiling at my dentist office and has been in my brain since i was 7. still stare at it twice… https://t.co/nkBXbKp3yg 
cten_hue, Fri Jan 22 03:31:14 +0000 2021, -77.224576, 38.924248, @Dazed @TheFashionLaw x @FondazionePrada 
_veevyan, Fri Jan 22 03:31:14 +0000 2021, -97.754724, 30.323346, man Keyshia and Ashanti fine as hell. https://t.co/y99yfap35R 
