username, created_at, lng, lat, text
dsn_status, Fri Jan 22 03:31:14 +0000 2021, -116.890000, 35.426667, DSS 24 carrier lock on @ESA_TGOFrequency: 8.4102GHzSignal strength: -120dBmOUT OF LOCK OUT OF LOCK 1 TURBO 
smashmario, Fri Jan 22 03:31:15 +0000 2021, -118.411907, 34.020789, @SalutNico Sim! Aqui tem um sinal que as operadoras são obrigadas a passar por emergência e alguns avisos são trans… https://t.co/289nrWj4Ky 
kotyy, Fri Jan 22 03:31:15 +0000 2021, -97.552161, 35.482844, @DanicMepressive when’s your next stream? 
sandy_t01, Fri Jan 22 03:31:15 +0000 2021, -81.490667, 36.404855, @Clayton31797310 @CoriBush Uhmmn hmmm 
royalyvng, Fri Jan 22 03:31:15 +0000 2021, -79.857363, 36.090397, @CHOZNQ Lucci doesn’t have enough songs for thug #respectfully lol 
KadoHinson, Fri Jan 22 03:31:15 +0000 2021, -96.291649, 30.585471, @TinaStowers5 Got ‘em momma. 🤎 
SherryLeigh5, Fri Jan 22 03:31:15 +0000 2021, -90.450518, 38.510489, @HPPY_VLLY Sometimes it's there and sometimes it isn't. Some people possess those values and characteristics more t… https://t.co/SsEHXBuZJT 
lebanonll, Fri Jan 22 03:31:15 +0000 2021, -86.472184, 40.052714, Have you registered yet? #lovinlebanon #betterinboone #littleleague T-Ball - FREE (with $25 fundraiser buyout)Co… https://t.co/ztLljZhRiX 
50Skrimp, Fri Jan 22 03:31:15 +0000 2021, -83.173867, 32.678207, @brad_btheg64 @Zen_of_Life @SpockResists @RepMTG @mtgreenee @JoeBiden He is still a twice impeached President.  Bec… https://t.co/CoSdSaEhe2 
Bedstuy_Queen, Fri Jan 22 03:31:16 +0000 2021, -73.948775, 40.655138, Period. 
dsn_status, Fri Jan 22 03:31:16 +0000 2021, -116.890000, 35.426667, DSS 24 carrier lock on Mars Reconnaissance OrbiterFrequency: 8.4391GHzSignal strength: -114dBmIDLE OFF 1 MCD2 
DaBoi_Jaiden, Fri Jan 22 03:31:15 +0000 2021, -95.913642, 36.109392, Ayo 🤭 #fyp #foryou #foryoupage #explore #explorepage #comedy #comedian #tulsaoklahoma #fullvideoyoutube #lmfaooo #w… https://t.co/wfNNyd42jX 
matthewm331, Fri Jan 22 03:31:16 +0000 2021, -85.978600, 35.830522, 📠 https://t.co/LA4VXzEJFR 
DancesWithRain, Fri Jan 22 03:31:16 +0000 2021, -122.330602, 47.614817, @SunnyAnderson Amen!~!! 🙏💞🙏 
danielxturner, Fri Jan 22 03:31:16 +0000 2021, -96.621634, 32.907642, NOOO THIS IS HEART RENCHING 
itsHalesYeah, Fri Jan 22 03:31:16 +0000 2021, -86.791549, 36.200008, The best girl waiting patiently for attention. https://t.co/NVDtlKJNxc 
chas2117, Fri Jan 22 03:31:16 +0000 2021, -83.173867, 32.678207, How you will be available to identify the White Press Corp now that Trump is not in the White House. 
Uncle_Waffleman, Fri Jan 22 03:31:16 +0000 2021, -76.969264, 38.796432, 🤦🏽‍♂️🤦🏽‍♂️😩😂 
StarlifeFashion, Fri Jan 22 03:31:16 +0000 2021, -96.761753, 32.819858, 🌟🌟🌟🌟🌟 https://t.co/WLgF3zwoE9 
Redcupsippin_BA, Fri Jan 22 03:31:16 +0000 2021, -81.705467, 41.495940, @NoRibsNoRice_ Kevin lowkey my favorite character 
Albertoricor13, Fri Jan 22 03:31:16 +0000 2021, -110.722327, 27.883699, La neta, mi viaje del velero estuvo bien chingon y jamás lo superaré, que bueno que fue antes de todo este relajo 🥴 
johnpaille, Fri Jan 22 03:31:16 +0000 2021, -79.272570, 43.629311, @melodymckiver I dunno. Buy me things instead? Lol 
1kzaria_, Fri Jan 22 03:31:16 +0000 2021, -84.433106, 33.767195, This Same Nigga Just Won’t  Give Up He Stay In Da DM 🤣 
jtdevold, Fri Jan 22 03:31:16 +0000 2021, -91.090800, 30.459100, Man get her son 😂😂😂😂 @Queeennzzz_ 
SlamminAlvin, Fri Jan 22 03:31:16 +0000 2021, -88.435141, 42.162591, @TheMigraineShow @deesnider @SenSanders @HollistonTV 23 March 2014. Twitter has not been the same since. Not even close. #MAGGOTS 
riceg0d, Fri Jan 22 03:31:17 +0000 2021, -81.298126, 28.542105, @rodney_rodrod Ryan Lofton 
bwms91, Fri Jan 22 03:31:17 +0000 2021, -116.465279, 33.809393, @AbbieRBennett @jaketapper Fix this outrage NOW! 
drsmithtoo, Fri Jan 22 03:31:17 +0000 2021, -75.386460, 39.145024, So proud of my son! 
trueswagg908, Fri Jan 22 03:31:17 +0000 2021, -72.545584, 42.113062, not the bootyhole😭 
ScottGeddes9, Fri Jan 22 03:31:17 +0000 2021, -119.306608, 37.269176, @ChuckGrassley I'm waiting for you to take your meds and go to bed 🛌 
fl0wrrchld_, Fri Jan 22 03:31:17 +0000 2021, -83.173867, 32.678207, I discovered boobs today. https://t.co/Z0MOBmrmrV 
NewsGuyGreg, Fri Jan 22 03:31:17 +0000 2021, -81.367773, 28.501678, Keep in mind, the U.S. has the greatest funded Military in the world, and troops are told to sleep in a parking gar… https://t.co/cPKgarDLDm 
frankquaranta_, Fri Jan 22 03:31:17 +0000 2021, -77.236969, 38.805115, erika’s mom bought me the birthday gift erika was planning on getting me and gave it to me early. i think this is t… https://t.co/d6iIPp5yNz 
Mrhavoc52, Fri Jan 22 03:31:17 +0000 2021, -122.085776, 37.641271, @HaHaDavis Boycott this shhhhhhhhhit. 
That_girl_bacon, Fri Jan 22 03:31:17 +0000 2021, -92.000000, 31.000000, Finally got some sweet pictures of a smushed baby brother. Next week is eviction week! ......… https://t.co/nePAaQ0yjm 
BarbaraGKelly, Fri Jan 22 03:31:17 +0000 2021, -118.411907, 34.020789, Trump has t lost his followers!!! We are ready for him when the time is right!! 
britshaniece, Fri Jan 22 03:31:17 +0000 2021, -73.968542, 40.780709, Can We Talk is such a classic. Tevin truly put his foot in that. 
KekeeKillaaa, Fri Jan 22 03:31:18 +0000 2021, -90.158017, 32.230987, Ight😂 
DefinitelyNotTy, Fri Jan 22 03:31:18 +0000 2021, -73.948775, 40.655138, All these transition buckets are new. The more versatile the better 
mostlymexican54, Fri Jan 22 03:31:18 +0000 2021, -95.446486, 29.838495, @MelvinDmonster Nah chill lmaoooo 
campenni_m, Fri Jan 22 03:31:18 +0000 2021, -75.791410, 41.327603, @melissadderosa you talk about Elise- how about this one 
DrewOG578, Fri Jan 22 03:31:18 +0000 2021, -112.124676, 33.552863, Finally in the #sixfigureclub https://t.co/8iynBrA1EG 
ChrisPrewitt_, Fri Jan 22 03:31:18 +0000 2021, -84.230650, 33.526882, One thing for sure Ashanti gonna hook on a Ja Rule song her way to some points. 
yogirl_lo, Fri Jan 22 03:31:18 +0000 2021, -86.244729, 32.364145, KEYSHIA had me thinking my heart was broken in the fifth grade 😂😂 
lucyzam7, Fri Jan 22 03:31:18 +0000 2021, -101.235968, 25.921345, Amen amen 🙏 
kxrisia, Fri Jan 22 03:31:18 +0000 2021, -95.547269, 30.706088, i could be down bad for you 
DavidBentonLA, Fri Jan 22 03:31:18 +0000 2021, -78.637270, 42.910005, @moniqueparent Yes!  You are gorgeous of course but it was nice to see the tables turned and have the guys sans war… https://t.co/ZdNaN2Op2i 
GundersonNathan, Fri Jan 22 03:31:18 +0000 2021, -100.076888, 31.168893, @heyitsTMurph U ever get nate mail? 
claes69, Fri Jan 22 03:31:18 +0000 2021, -87.811175, 42.031006, @Tiffany83_ Need a safe space? A bucket for the maga tears? 
CreamFajitaWhip, Fri Jan 22 03:31:18 +0000 2021, -81.520479, 37.122196, @StevieStacks84 @JackPosobiec @realMikeLindell RT!!!!! 
RaRobert5255, Fri Jan 22 03:31:18 +0000 2021, -95.767395, 29.532056, @amiahd_ Please change the attitude towards my wife 
SueChainz_, Fri Jan 22 03:31:18 +0000 2021, -81.367773, 28.501678, @ItsSpinnaPt2 Nope 
RPlanchard, Fri Jan 22 03:31:19 +0000 2021, -78.895441, 35.990983, @DanWuori 😂😂😂 
asiaontv, Fri Jan 22 03:31:19 +0000 2021, -76.805553, 40.302191, ☠️☠️☠️☠️☠️☠️ 
Jesse_Kass, Fri Jan 22 03:31:19 +0000 2021, -118.411907, 34.020789, #LMULions drop a tough one to Saint Mary’s 65-61. @0toEli was a force w/28 points and 12 rebounds but the Lions cou… https://t.co/Z6ZXQiVqJm 
frank_tank181, Fri Jan 22 03:31:19 +0000 2021, -96.476539, 32.092979, It can be freezing and I still be wearing my chanclas 🩴 
buckeru, Fri Jan 22 03:31:19 +0000 2021, -97.057882, 33.087951, @TX_WalkerRanger Yes please 
rtrn2fntsy, Fri Jan 22 03:31:19 +0000 2021, -87.382054, 39.457639, @SquashTheCheeto @kim_kwasRN @mattgaetz @laurenboebert Yep 
taeg0ld, Fri Jan 22 03:31:19 +0000 2021, -97.285913, 32.779967, @kvngDevonte Lmfaoooo guhhh just blame it on Keyshia🤣🤣🤣 
catvetsusan, Fri Jan 22 03:31:19 +0000 2021, -75.800141, 45.248791, I consider it a victory if I can remember the login info! 
lumpblock, Fri Jan 22 03:31:19 +0000 2021, -111.737566, 33.405755, @PirateSteveYar @SoyMethDad @lovehikingUSA @mateoarjona @NRA @POTUS Replying just to make sure *you* are reminded w… https://t.co/1wAEH5MYyb 
Ridiculous_Rob, Fri Jan 22 03:31:19 +0000 2021, -75.117998, 40.004866, A BOP! 
BlackbiscuitTv, Fri Jan 22 03:31:19 +0000 2021, -74.850729, 40.178151, Y’all if you don’t already go show some love to the homie @EquusHorsley https://t.co/2Z71L9PsYZ 
veryfamousman, Fri Jan 22 03:31:19 +0000 2021, -122.150570, 48.168642, mitch guitar 
dangle0905, Fri Jan 22 03:31:20 +0000 2021, -118.411907, 34.020789, @justdrop No problem for Brady and gronk gonna see how it effects the rest of the team. Their defense if they weath… https://t.co/JAg7gJvheH 
2shizzles, Fri Jan 22 03:31:20 +0000 2021, -111.992317, 40.603071, &amp; Fantasia is mopping the floor w/ Jennifer .. respectfully 
hlshead, Fri Jan 22 03:31:20 +0000 2021, -111.965069, 41.217799, Welcome back to the shelter. The "lady children" are arguing about calling their boyfriends.  I think anyway. Their… https://t.co/lIN4dbSuH8 
MarkESackett, Fri Jan 22 03:31:20 +0000 2021, -122.435979, 37.770657, Decided to check the @FoxNews broadcast today to see if they were making an attempt at real news! #nope they are po… https://t.co/3bVgnkLvu8 
chrispraterr, Fri Jan 22 03:31:20 +0000 2021, -79.860290, 36.594297, Bitches that were team Jacob couldn’t be trusted 
zachary_lane3, Fri Jan 22 03:31:20 +0000 2021, -78.976213, 33.766137, @Phil_E_J @ClemsonCameron Exactly 
coachyusef, Fri Jan 22 03:31:20 +0000 2021, -80.770749, 28.361336, @jemelehill Get your peoples!!! https://t.co/kWBW7zvNmU 
brieepeters, Fri Jan 22 03:31:20 +0000 2021, -112.124676, 33.552863, I hope I’ve become the type of person my friends and family can be proud of 
ehmjayyornowayy, Fri Jan 22 03:31:20 +0000 2021, -95.904630, 33.245480, @daecyonn you wanna get her or me we don’t do CB slander!!! 
nyediamonet, Fri Jan 22 03:31:20 +0000 2021, -84.314792, 33.706392, Her titties giving me anxiety 😭 
emily_lovesblue, Fri Jan 22 03:31:20 +0000 2021, -97.432425, 27.737151, I’M MAD 
lisajtr, Fri Jan 22 03:31:20 +0000 2021, -85.768241, 37.822244, @SBurton37214 @jaketapper Lol!!!! Same! 
resister62, Fri Jan 22 03:31:20 +0000 2021, -88.106030, 41.683339, Awesome! 
youh8tia, Fri Jan 22 03:31:20 +0000 2021, -122.362414, 37.948843, She got all them damn cups 
JD1913, Fri Jan 22 03:31:20 +0000 2021, -98.540651, 29.417501, How you gonna agree to bring back tevin then have us in silence 
HawksBestie, Fri Jan 22 03:31:21 +0000 2021, -91.583345, 41.876196, What is going on here...subs please 
cjwerley, Fri Jan 22 03:31:20 +0000 2021, -89.440957, 43.007759, “I’d like to be paid attention to please, just the belly rubs like you do are fine tonight.”#Rodney https://t.co/7Y0vbUSmmO 
MaryRedden1, Fri Jan 22 03:31:21 +0000 2021, -83.804475, 27.698682, @AndrewTMcCarthy @BonniBK 😂 
vitamin_key, Fri Jan 22 03:31:21 +0000 2021, -76.620482, 39.284713, My brother and nephew in the house dancing to the verzuz battle... this nigga stepped on my nephew toe wit a Nike boot 😂😂 
oceanmoonspirit, Fri Jan 22 03:31:21 +0000 2021, -117.396000, 33.948100, Just posted a photo @ Riverside, California https://t.co/99uaCrmT60 
Lanee_jicole, Fri Jan 22 03:31:21 +0000 2021, -85.069019, 33.580082, @jamiyalashauna Girll I cannot😂😂😂 
il_moniker, Fri Jan 22 03:31:21 +0000 2021, -75.117998, 40.004866, @rickeveleigh @OneMorePoint1 @TalkCPFC Or uncle Ron not being tempted into a top FA job and not fighting meaning we… https://t.co/NOCjlFMSnO 
uF117Nighthawk, Fri Jan 22 03:31:21 +0000 2021, -104.922093, 39.713563, @aspenaidan Nice! Lacrosse was my jam back in the day. Underrated sport for sure. Love going to Mammoth and Outlaws… https://t.co/Jq06LRJA9P 
SalgadoPhoto_, Fri Jan 22 03:31:21 +0000 2021, -106.260972, 31.645553, @mdotflores Walking requires Pythagorean Theorem tho 👀 
Pietrus824, Fri Jan 22 03:31:21 +0000 2021, -79.272570, 43.629311, @Slimmz_ @JustDennis11 @RyanJay824 @damewilson9 That scheme that told him to drive into 3 mans? Shoot airball midra… https://t.co/68SV6n0Vx0 
angieti, Fri Jan 22 03:31:21 +0000 2021, -83.173867, 32.678207, @MsCecileB @Greg85dawg Oh goodness! I haven’t heard any of this. I am skeptical about it ALL lately. So much is all… https://t.co/pGjvNLylXy 
drew_mullen, Fri Jan 22 03:31:21 +0000 2021, -82.669467, 40.365160, @VP @POTUS @FLOTUS @SecondGentleman @WhiteHouse So far, so good @VP and @POTUS 
some30something, Fri Jan 22 03:31:21 +0000 2021, -73.968542, 40.780709, I know I’m a New Yorker at heart because if I forget my headphones guess who’s playing shit on speaker down the street. 
realblackfairy, Fri Jan 22 03:31:22 +0000 2021, -84.539813, 39.137038, Damn the versuz was tonight I be so out the loop bruh 😭 
Dazed_Tays, Fri Jan 22 03:31:22 +0000 2021, -98.540651, 29.417501, hahaha stop @ ing me it’s rude 
Enginethatcan, Fri Jan 22 03:31:22 +0000 2021, -98.339928, 29.555818, @KatRamsland https://t.co/uaa4LB4BPD 
tiyoniamil, Fri Jan 22 03:31:22 +0000 2021, -84.541562, 33.588263, i’m so fuckin excited bro😭😭😭😭😭😭😭 
Tracy957644321, Fri Jan 22 03:31:22 +0000 2021, -117.104989, 32.810012, @ceasarjohnn False. 
DCMichaelA, Fri Jan 22 03:31:22 +0000 2021, -77.014398, 38.898603, One of the most powerful projects we have worked on.  All credit to @P2PDC for leading the change.  ❤️ 
uglyhugh, Fri Jan 22 03:31:22 +0000 2021, -73.948775, 40.655138, @airmilkshake the best rush 
iPbrown88, Fri Jan 22 03:31:22 +0000 2021, -95.446486, 29.838495, Yes @KeyshiaCole can we talk is my shit!!!! 
Kamino89, Fri Jan 22 03:31:22 +0000 2021, -76.908404, 38.750322, @LetShakitaSpeek I got you Slater 😉 https://t.co/J69PG6HuUU 
kellyannsquilt, Fri Jan 22 03:31:22 +0000 2021, -77.903607, 39.065270, I kept saying all day I wasn’t going to get sucked into the Bernie memes…but this one is just too damn funny https://t.co/G9FQ5atqY7 
ttaaliahh, Fri Jan 22 03:31:23 +0000 2021, -95.446486, 29.838495, Keyshia a li tipsyyy😭 
thortoncuyahoo, Fri Jan 22 03:31:23 +0000 2021, -105.130448, 39.990651, And Lauren Boebart 
DaveSchepp1, Fri Jan 22 03:31:23 +0000 2021, -95.690732, 39.037579, @SecretoftheDeep @herosnvrdie69 Yes. Proceed. 
aaronnarraph, Fri Jan 22 03:31:23 +0000 2021, -73.831187, 40.670879, &gt; bloated police budgets&gt; building new jails&gt; keeping the special narcotics prosecutor&gt; bringing gang conspiracy… https://t.co/R2XDe38w5P 
cassielyons95, Fri Jan 22 03:31:23 +0000 2021, -75.297902, 40.004108, Flick I really wish I had queso rn 
JonSeaton18, Fri Jan 22 03:31:23 +0000 2021, -77.090869, 38.817380, @djquinlan You are kind of making my point DJ. It was an opportunity to rise above this back and forth and simply a… https://t.co/ulYbWY6eVT 
NakeithaJackson, Fri Jan 22 03:31:23 +0000 2021, -85.026365, 32.438372, LAWD MY BABY! 
FDRAKEJR1, Fri Jan 22 03:31:23 +0000 2021, -82.985772, 39.994684, Hey @SenSchumer @SpeakerPelosi, We won the House, the Senate &amp; the Presidency, we do not negotiate with domestic terrorists!!! 🇺🇸 
griffinbrunk2, Fri Jan 22 03:31:23 +0000 2021, -91.537062, 41.647354, Refs are awful 
_iDoTheMost, Fri Jan 22 03:31:23 +0000 2021, -95.446486, 29.838495, Lutha Van Drosssssss https://t.co/jLcbGOoIpr 
J_CoolDude, Fri Jan 22 03:31:23 +0000 2021, -95.446486, 29.838495, Switch the songs up bro... 
merylvelezzz, Fri Jan 22 03:31:23 +0000 2021, -122.315421, 37.552481, 😩😩 
TannerVolz, Fri Jan 22 03:31:23 +0000 2021, -122.630908, 45.536402, @RepMattGaetz He’s not gunna fuck you bro 
pawpaw451, Fri Jan 22 03:31:23 +0000 2021, -88.204102, 30.576265, Destiny truth really hurt? Standing on box telling lies or standing on the ground telling truth? Which would you ra… https://t.co/cRIUg8JhkF 
Ben91932, Fri Jan 22 03:31:24 +0000 2021, -117.116533, 32.573709, @coachmikeb12 @TalkMullins @RealDrGina @mtgreenee @JoeBiden @RealAmVoice Q quit, trump left, Moscow Mitch is neuter… https://t.co/iWb51hceZc 
MissMonnaLove, Fri Jan 22 03:31:24 +0000 2021, -95.446486, 29.838495, @bee_witt It’s giving me Great Value vibes and sponsorship.😂😩 
alibackscheider, Fri Jan 22 03:31:24 +0000 2021, -97.754724, 30.323346, Just finished “The War for Kindness” : 1) this should be mandatory reading for all 2) @zakijam and @AndrewYang should be friends 
McLovinDenise, Fri Jan 22 03:31:24 +0000 2021, -122.171287, 47.231717, @JASS0NG @aileenCdeleon https://t.co/g3rrIRl9Ep 
IrishEileen, Fri Jan 22 03:31:24 +0000 2021, -88.021832, 42.263629, ❤️❤️❤️HELLO! PPL SHOULD BE ABLE TO FIGURE THIS OUT!!!!! ❤️❤️❤️ 
KimBassett68, Fri Jan 22 03:31:24 +0000 2021, -122.296281, 47.119286, Too funny 😂 
lacourrney, Fri Jan 22 03:31:24 +0000 2021, -118.411907, 34.020789, I don’t care if you come to a strike line for the publicity, for a free snack, or those clapper things. If you come… https://t.co/5dIBasV0Gh 
salon_sergio, Fri Jan 22 03:31:24 +0000 2021, -98.525540, 29.528980, Just posted a photo @ Sergio's Salon &amp; Spa https://t.co/oV00vegePi 
EGPRCHAMP, Fri Jan 22 03:31:24 +0000 2021, -119.306608, 37.269176, @MLozada @amplehills Yoooo, happy birthday brotha! 🎉🎂 
justinemooore, Fri Jan 22 03:31:24 +0000 2021, -119.710694, 39.574217, There’s gotta be some Covid in the Village right now. Everyone’s out for gamble Thursday 🎰 
missmyboyriley, Fri Jan 22 03:31:24 +0000 2021, -83.173867, 32.678207, @Breaking911 @VP Just keep printing money...Hello inflation and that will hurt the middle class and POOR. https://t.co/1VFfuJnQVm 
brentjackson7, Fri Jan 22 03:31:24 +0000 2021, -78.657837, 35.843981, I finished season 1 of Peaky Blinders, and I would just like to say... that I would die for Aunt Pol. 
dedecrim, Fri Jan 22 03:31:24 +0000 2021, -87.732013, 41.833585, @filmfest_ca @pollyprissypant I haven’t brought that up yet? It’s my best trivia! 
SteveMDownes, Fri Jan 22 03:31:24 +0000 2021, -111.917026, 40.765805, @PaisleyRekdal @DeseretNews Nice one! 
AndrewKoster, Fri Jan 22 03:31:24 +0000 2021, -122.779581, 45.006727, @VandyFan_ Dude! These have had me howling all day! I had to give a stab at it. 😂 
zeeforzion, Fri Jan 22 03:31:24 +0000 2021, -95.990175, 30.083158, Are the girls fighting???? #verzuz 
CodyTucker_7220, Fri Jan 22 03:31:24 +0000 2021, -104.787092, 41.135283, More food “fun”https://t.co/wUKoIrNXbX 
1thc, Fri Jan 22 03:31:24 +0000 2021, -97.751876, 30.456955, The GOP is recommitting to Trump.They are scared to death he will start how own party.Trump was a nightmare for t… https://t.co/GpLofZozr5 
Travis_WX, Fri Jan 22 03:31:25 +0000 2021, -93.276465, 44.296456, Wait, what happened to @stormscapes1? 
babydollnaty, Fri Jan 22 03:31:25 +0000 2021, -100.076888, 31.168893, Now Ashanti bout to show up late 💀 
TallTattedNFit, Fri Jan 22 03:31:25 +0000 2021, -86.680738, 32.576227, 🥺🥺🥺🥺 
gailyRN, Fri Jan 22 03:31:25 +0000 2021, -119.306608, 37.269176, @Isabelwilkerson To feel anxious and depressed for 4+ years... 
JudBoo, Fri Jan 22 03:31:25 +0000 2021, -95.837553, 36.358350, @OANN Doesn't surprise me! 
queenmurph, Fri Jan 22 03:31:25 +0000 2021, -92.131274, 34.751936, This how it really be though 😭😩 
BobbyBounce, Fri Jan 22 03:31:25 +0000 2021, -76.128811, 43.052607, @kikidaillest 🤣😂🤣😂🧡 
harlemson2, Fri Jan 22 03:31:25 +0000 2021, -73.948775, 40.655138, @jaketapper And it was good to hear him go deep into the new strains from around the world. 
Dramuda, Fri Jan 22 03:31:25 +0000 2021, -100.076888, 31.168893, @The_Nodzy 😮 https://t.co/3c8yjwfAF1 
JiggyRiz, Fri Jan 22 03:31:25 +0000 2021, -74.153947, 40.572376, @Divinemamaa Trying To Dub Lmaooo 
SadSyl, Fri Jan 22 03:31:25 +0000 2021, -87.732013, 41.833585, A glorious day in #chicago to celebrate a new dawn. #lakemichigan #lakefront  #hopeful https://t.co/t2LzFWZSzV 
Passholderpair, Fri Jan 22 03:31:25 +0000 2021, -81.549443, 28.374876, Just posted a photo @ Epcot - International Festival of the Arts https://t.co/ceKKSmU6vy 
fredlh0402, Fri Jan 22 03:31:25 +0000 2021, -71.497913, 41.557321, @Lawrence what a breath of fresh air having a journalist asking WH COS tough questions and no BS answers 
natalieast, Fri Jan 22 03:31:26 +0000 2021, -79.272570, 43.629311, @emma_chapple Tabbies are the best. Bar none. 
emanikyanna, Fri Jan 22 03:31:26 +0000 2021, -76.069946, 36.802541, can we taaaalkkk 
ABN58, Fri Jan 22 03:31:26 +0000 2021, -111.498181, 28.969863, https://t.co/gyn1f96LlC 
trezzy_, Fri Jan 22 03:31:26 +0000 2021, -91.046481, 30.489362, They audio is trash lol it’s like somebody holding two phones together and they just talkin 
KuttyChrisBanGa, Fri Jan 22 03:31:26 +0000 2021, -74.305460, 40.715162, Just posted a photo @ Tri-State Area https://t.co/DGTX40M5Rh 
Procopioisa, Fri Jan 22 03:31:26 +0000 2021, -80.227305, 26.346027, tava chorando igual uma filha da puta eu tô cansada de ter q lidar com gente sonsa 
DenPoet, Fri Jan 22 03:31:26 +0000 2021, -81.516751, 41.080877, 🤣🤣 
EgoSentric, Fri Jan 22 03:31:26 +0000 2021, -77.014398, 38.898603, What You Smoking ? 
MiloIna_, Fri Jan 22 03:31:26 +0000 2021, -83.173867, 32.678207, @CleopatraRanay Girl, nowhere no time soon... you do need to come down but not right now! Folks down here act like… https://t.co/T6FLTrSuoT 
cashed_out_mani, Fri Jan 22 03:31:26 +0000 2021, -83.804475, 27.698682, •Blueberry Muffins 🫐🔥•Cookies Kush 🍪🔥Low numbers Tap in📲#altamonteweed #idriveweed #internationalweed… https://t.co/mG4oCmtcps 
ScottLenet, Fri Jan 22 03:31:27 +0000 2021, -118.411907, 34.020789, @DatingRev 🤣🤣 
DramaWorst, Fri Jan 22 03:31:27 +0000 2021, -84.433106, 33.767195, @Winthepooh_ @MoiseFenelon @lap_abdias @anpere_a509 @KEPANKEP @D_Artemys @Fredo23bebii @JahmixHaiti… https://t.co/v89FsHk0mh 
maxinewaxine, Fri Jan 22 03:31:27 +0000 2021, -121.300425, 37.980826, Keith Sweat has some of the greatest songs 
FaridTheDeafGuy, Fri Jan 22 03:31:26 +0000 2021, -121.375689, 38.604033, @RaiderCody Thank you!!! https://t.co/Nn85greaXK 
AkilahC_, Fri Jan 22 03:31:27 +0000 2021, -78.976213, 33.766137, i still do 🥲 
Halley_danielle, Fri Jan 22 03:31:27 +0000 2021, -96.544443, 32.924258, IM SORRY. but i can’t get over how beautiful these two are! 🤩 https://t.co/LFnZM0nlkC 
thompsonkyliel, Fri Jan 22 03:31:27 +0000 2021, -81.476676, 28.140217, ok but the way this last AOT episode is giving 
LennyChevere, Fri Jan 22 03:31:27 +0000 2021, -88.205959, 41.976145, 😆🤣😂 
imaribreanna, Fri Jan 22 03:31:27 +0000 2021, -89.876449, 32.571032, Keshia getting ate up rn 😩 
bniex3, Fri Jan 22 03:31:27 +0000 2021, -118.222017, 33.884968, This #Verzuz 🙄 
_GinaPayne_, Fri Jan 22 03:31:27 +0000 2021, -95.446486, 29.838495, @JayEllis___ Girl I would too cuz this music is stressful 
DANAFLEYSER2, Fri Jan 22 03:31:27 +0000 2021, -115.223125, 36.232915, @JEYMAMMON que lindo escuchar ese cuarteto y recordar al Diego #DiegoEterno 🌹GRACIAS !!Ceci y Nito toda la onda !!!👏🏻👏🏻👏🏻👏🏻PROGRAMON.😍😘 
McD5fl, Fri Jan 22 03:31:27 +0000 2021, -82.694060, 28.013469, @SolarMelt @GuyGadboisGuyG1 It actually has a pulse again. 
Skatepark_TV, Fri Jan 22 03:31:27 +0000 2021, -118.411907, 34.020789, Could You Skate In This Costume??🤔🛹•(Comment Below)👇🏻🚨 •( #Skater : @shanejoneill )#funny #Skateboarding… https://t.co/LNoJabiCK2 
The_Ada_Rhodes, Fri Jan 22 03:31:27 +0000 2021, -97.754724, 30.323346, @Catgirl_Gaymer Thank you 😊I am super cute ✨💖✨ 
iMonet21, Fri Jan 22 03:31:27 +0000 2021, -79.179013, 37.400955, I know we have heard this already 
AmericaLatinx, Fri Jan 22 03:31:28 +0000 2021, -122.144030, 37.414371, @urbanjibaro I can’t find this on the clubhouse calendar...so I need a special invite to this room? 
sapiohenny, Fri Jan 22 03:31:28 +0000 2021, -117.947887, 33.924881, I really want some beats for the gym 
gregclarkemma, Fri Jan 22 03:31:28 +0000 2021, -73.807470, 41.573470, Just posted a photo @ East Fishkill, New York https://t.co/JHGAng3yBF 
AgentKuo, Fri Jan 22 03:31:28 +0000 2021, -81.571184, 28.605604, I understand now why people want to live in the country away from people 
JerryT85373, Fri Jan 22 03:31:28 +0000 2021, -111.931711, 34.168253, @24tog @FreedSongbird @mermaid_daisy @wordfromamabird @hunbothered @mistrustme1 @mommameetsworld @lezzimomof2… https://t.co/kLhV0yB9PX 
OmarMKE1, Fri Jan 22 03:31:28 +0000 2021, -88.129425, 43.060621, @JasonGolec Not bad 
DLayne6, Fri Jan 22 03:31:28 +0000 2021, -72.920917, 41.393470, @4anairb Yeah man. I always planned to dip out at 10. 😂 Ain’t my Keyshia wanted to be Lauryn Hill. 
saulma78, Fri Jan 22 03:31:28 +0000 2021, -106.568008, 31.452274, @Alexpolze @AnaPOrdorica Esa palabra no está en su léxico. 
CarolineKay11, Fri Jan 22 03:31:28 +0000 2021, -71.088712, 42.313670, Today at 21.21 was the 21st minute of the 21st hour of the 21st day of the 21st year of the 21st century.  Hope you… https://t.co/G0RMKSBOsp 
mayamcinnis27, Fri Jan 22 03:31:28 +0000 2021, -122.630908, 45.536402, Whoever owns the grinder gets ownership of the keef right? 
ayenjuul, Fri Jan 22 03:31:28 +0000 2021, -100.076888, 31.168893, @slimytonito03 Goodnight 🖤 
NickPolum73, Fri Jan 22 03:31:28 +0000 2021, -91.682855, 41.976528, Not good 
